CD;TipoAtributo;AtributoQuestionario;Peso;IndicadorEspecifico;CategoriaQuestionario;IndicadorGlobal;NOCategoria;Ano
145;0;N4;1,62621382;1.2.3.;1.;1.2.;Econômico-Operacionais;2018
145;0;N4;6,369456131;1.3.1.;1.;1.3.;Econômico-Operacionais;2018
145;0;N2 ;0,65;1.4.1.;1.;1.4.;Econômico-Operacionais;2018
145;0;N1;0;1.4.2.;1.;1.4.;Econômico-Operacionais;2018
145;0;N1;0;1.4.3.;1.;1.4.;Econômico-Operacionais;2018
224;0;N3;4,23787275;1.1.2.;1.;1.1.;Econômico-Operacionais;2018
224;0;N4;2,552180338;2.1.1.;2.;2.1.;Sociológico-Culturais;2018
224;4;4;0;2.1.1.;2.;2.1.;Sociológico-Culturais;2018
224;4;4;0;2.1.1.;2.;2.1.;Sociológico-Culturais;2018
224;4;4;0;2.1.1.;2.;2.1.;Sociológico-Culturais;2018
224;0;N3;0,958285627;1.6.3.;1.;1.6.;Econômico-Operacionais;2018
145;0;N5;7,179028756;1.5.1.;1.;1.5.;Econômico-Operacionais;2018
224;0;N3;1,783570522;1.6.2.;1.;1.6.;Econômico-Operacionais;2018
145;0;N1;0;1.6.1.;1.;1.6.;Econômico-Operacionais;2018
145;0;N3;1,783570522;1.6.2.;1.;1.6.;Econômico-Operacionais;2018
145;0;N3;0,958285627;1.6.3.;1.;1.6.;Econômico-Operacionais;2018
145;0;N4;0,259181098;1.6.4.;1.;1.6.;Econômico-Operacionais;2018
145;0;N4;2,552180338;2.1.1.;2.;2.1.;Sociológico-Culturais;2018
145;0;N5;2,478225063;2.2.1.;2.;2.2.;Sociológico-Culturais;2018
145;0;N5;2,463109649;3.1.1.;3.;3.1.;Físico-Químicos;2018
145;0;N5;0,404970051;3.1.2.;3.;3.1.;Físico-Químicos;2018
145;0;N2;0,232161534;3.1.3.;3.;3.1.;Físico-Químicos;2018
145;0;N4;1,36965767;3.2.2.;3.;3.2.;Físico-Químicos;2018
SSO    ;0;N5;4,956450125;2.1.1.;2.;2.1.;Sociológico-Culturais;2018
MCZ    ;0;N3;0,059517182;1.6.4.;1.;1.6.;Econômico-Operacionais;2018
332;0;N3;15,07224371;1.1.1.;1.;1.1.;Econômico-Operacionais;2018
330;0;N5;0,677610265;1.6.4.;1.;1.6.;Econômico-Operacionais;2018
224;0;N3;0,072105206;1.6.4.;1.;1.6.;Econômico-Operacionais;2018
332;0;N3;1,965496457;1.2.1.;1.;1.2.;Econômico-Operacionais;2018
332;0;N3;6,440173894;1.1.4.;1.;1.1.;Econômico-Operacionais;2018
332;0;N4;0,823647994;3.1.1.;3.;3.1.;Físico-Químicos;2018
330;0;N3;1,167503081;2.1.1.;2.;2.1.;Sociológico-Culturais;2018
332;0;N5;2,470679079;3.2.2.;3.;3.2.;Físico-Químicos;2018
175;0;N3;15,07224371;1.1.1.;1.;1.1.;Econômico-Operacionais;2018
332;0;N3;0,978458281;4.1.1.;4.;4.1.;Biológico-Ecológicos;2018
175;0;N3;2,090917833;1.1.3.;1.;1.1.;Econômico-Operacionais;2018
175;0;N3;6,440173894;1.1.4.;1.;1.1.;Econômico-Operacionais;2018
175;0;N3;1,965496457;1.2.1.;1.;1.2.;Econômico-Operacionais;2018
175;0;N5;4,404092577;1.2.3.;1.;1.2.;Econômico-Operacionais;2018
175;0;N1;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2018
175;0;N1;0;1.4.2.;1.;1.4.;Econômico-Operacionais;2018
175;0;N1;0;1.4.3.;1.;1.4.;Econômico-Operacionais;2018
175;0;N3;1,691036524;1.5.1.;1.;1.5.;Econômico-Operacionais;2018
175;0;N1;0;1.6.1.;1.;1.6.;Econômico-Operacionais;2018
175;0;N1;0;1.6.2.;1.;1.6.;Econômico-Operacionais;2018
175;0;N4;0,259181098;1.6.4.;1.;1.6.;Econômico-Operacionais;2018
175;0;N2;0,406927181;2.1.1.;2.;2.1.;Sociológico-Culturais;2018
145;0;N5;1,101805927;3.3.1.;3.;3.3.;Físico-Químicos;2018
145;0;N3;0,367268642;3.3.2.;3.;3.3.;Físico-Químicos;2018
145;0;N5;7,964752347;3.4.1.;3.;3.4.;Físico-Químicos;2018
145;0;N3;0,978458281;4.1.1.;4.;4.1.;Biológico-Ecológicos;2018
145;0;N3;0,928956092;4.1.2.;4.;4.1.;Biológico-Ecológicos;2018
145;0;N2;0,356035959;4.1.3.;4.;4.1.;Biológico-Ecológicos;2018
184;0;N3;15,07224371;1.1.1.;1.;1.1.;Econômico-Operacionais;2018
184;0;N3;4,23787275;1.1.2.;1.;1.1.;Econômico-Operacionais;2018
184;0;N3;2,090917833;1.1.3.;1.;1.1.;Econômico-Operacionais;2018
184;0;N3;6,440173894;1.1.4.;1.;1.1.;Econômico-Operacionais;2018
184;0;N3;1,965496457;1.2.1.;1.;1.2.;Econômico-Operacionais;2018
184;0;N3;4,164002384;1.2.2.;1.;1.2.;Econômico-Operacionais;2018
184;0;N5;4,404092577;1.2.3.;1.;1.2.;Econômico-Operacionais;2018
184;0;N1;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2018
184;0;N1;0;1.4.2.;1.;1.4.;Econômico-Operacionais;2018
184;0;N1;0;1.4.3.;1.;1.4.;Econômico-Operacionais;2018
184;0;N5;7,179028756;1.5.1.;1.;1.5.;Econômico-Operacionais;2018
184;0;N2;0,034126117;1.6.1.;1.;1.6.;Econômico-Operacionais;2018
184;0;N3;1,783570522;1.6.2.;1.;1.6.;Econômico-Operacionais;2018
184;0;N3;0,958285627;1.6.3.;1.;1.6.;Econômico-Operacionais;2018
184;0;N5;0,677610265;1.6.4.;1.;1.6.;Econômico-Operacionais;2018
184;0;N4;2,552180338;2.1.1.;2.;2.1.;Sociológico-Culturais;2018
184;0;N5;2,478225063;2.2.1.;2.;2.2.;Sociológico-Culturais;2018
184;0;N5;2,463109649;3.1.1.;3.;3.1.;Físico-Químicos;2018
184;0;N5;0,404970051;3.1.2.;3.;3.1.;Físico-Químicos;2018
184;0;N1;0;3.1.3.;3.;3.1.;Físico-Químicos;2018
184;0;N5;2,470679079;3.2.2.;3.;3.2.;Físico-Químicos;2018
184;0;N5;1,101805927;3.3.1.;3.;3.3.;Físico-Químicos;2018
184;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2018
184;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2018
184;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2018
184;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2018
184;0;N3;0,367268642;3.3.2.;3.;3.3.;Físico-Químicos;2018
184;0;N5;7,964752347;3.4.1.;3.;3.4.;Físico-Químicos;2018
184;0;N2;0,25785511;4.1.1.;4.;4.1.;Biológico-Ecológicos;2018
184;0;N3;0,928956092;4.1.2.;4.;4.1.;Biológico-Ecológicos;2018
184;0;N2;0,356035959;4.1.3.;4.;4.1.;Biológico-Ecológicos;2018
219;2;Data da realização da Auditoria Ambiental;0;1.1.4.;1.;1.1.;Econômico-Operacionais;2018
330;0;N5;2,478225063;2.2.1.;2.;2.2.;Sociológico-Culturais;2018
330;0;N5;2,463109649;3.1.1.;3.;3.1.;Físico-Químicos;2018
204;1;Número da licença;0;1.1.1.;1.;1.1.;Econômico-Operacionais;2018
204;2;Data de Expedição;0;1.1.1.;1.;1.1.;Econômico-Operacionais;2018
204;2;Data de Validade;0;1.1.1.;1.;1.1.;Econômico-Operacionais;2018
330;0;N5;0,404970051;3.1.2.;3.;3.1.;Físico-Químicos;2018
357;0;N3;0,978458281;4.1.3.;4.;4.1.;Biológico-Ecológicos;2018
330;0;N1;0;3.1.3.;3.;3.1.;Físico-Químicos;2018
330;0;N5;2,470679079;3.2.2.;3.;3.2.;Físico-Químicos;2018
VIX    ;0;N3;1,727190873;1.2.1.;1.;1.2.;Econômico-Operacionais;2018
VIX    ;0;N3;3,659140104;1.2.2.;1.;1.2.;Econômico-Operacionais;2018
330;0;N1;0;3.3.1.;3.;3.3.;Físico-Químicos;2018
330;0;N2;0,106424822;3.3.2.;3.;3.3.;Físico-Químicos;2018
233;0;N2 ;0,65;1.4.1.;1.;1.4.;Econômico-Operacionais;2018
330;0;N4;4,589011489;3.4.1.;3.;3.4.;Físico-Químicos;2018
330;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2018
330;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2018
330;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2018
330;0;N1;0;4.1.1.;4.;4.1.;Biológico-Ecológicos;2018
330;0;N1;0;4.1.3.;4.;4.1.;Biológico-Ecológicos;2018
330;4;4;0;2.1.1.;2.;2.1.;Sociológico-Culturais;2018
330;4;4;0;2.1.1.;2.;2.1.;Sociológico-Culturais;2018
PET    ;0;N3;15,07224371;1.1.1.;1.;1.1.;Econômico-Operacionais;2018
219;0;N3;4,164002384;1.2.2.;1.;1.2.;Econômico-Operacionais;2018
219;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2018
219;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2018
219;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2018
165;0;N3;0,10785806;1.6.1.;1.;1.6.;Econômico-Operacionais;2018
165;0;N3;1,783570522;1.6.2.;1.;1.6.;Econômico-Operacionais;2018
165;0;N3;0,958285627;1.6.3.;1.;1.6.;Econômico-Operacionais;2018
165;0;N5;0,677610265;1.6.4.;1.;1.6.;Econômico-Operacionais;2018
165;0;N5;4,956450125;2.1.1.;2.;2.1.;Sociológico-Culturais;2018
165;0;N5;2,478225063;2.2.1.;2.;2.2.;Sociológico-Culturais;2018
165;0;N5;2,463109649;3.1.1.;3.;3.1.;Físico-Químicos;2018
165;0;N5;0,404970051;3.1.2.;3.;3.1.;Físico-Químicos;2018
165;0;N2;0,232161534;3.1.3.;3.;3.1.;Físico-Químicos;2018
165;0;N5;2,470679079;3.2.2.;3.;3.2.;Físico-Químicos;2018
165;0;N4;0,368436802;3.3.1.;3.;3.3.;Físico-Químicos;2018
165;0;N3;0,367268642;3.3.2.;3.;3.3.;Físico-Químicos;2018
165;0;N5;7,964752347;3.4.1.;3.;3.4.;Físico-Químicos;2018
165;0;N1;0;4.1.1.;4.;4.1.;Biológico-Ecológicos;2018
165;0;N4;1,691260229;4.1.2.;4.;4.1.;Biológico-Ecológicos;2018
VIX    ;0;N4;1,429044381;1.2.3.;1.;1.2.;Econômico-Operacionais;2018
VIX    ;0;N5;6,362473903;1.3.1.;1.;1.3.;Econômico-Operacionais;2018
VIX    ;0;N3;1,006763907;1.3.2.;1.;1.3.;Econômico-Operacionais;2018
162;1;Número da licença;0;1.1.1.;1.;1.1.;Econômico-Operacionais;2018
162;2;Data de Expedição;0;1.1.1.;1.;1.1.;Econômico-Operacionais;2018
162;2;Data de Validade;0;1.1.1.;1.;1.1.;Econômico-Operacionais;2018
VIX    ;0;N1;0;1.4.2.;1.;1.4.;Econômico-Operacionais;2018
162;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2018
162;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2018
162;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2018
162;4;4;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2018
162;0;N1;0;1.6.1.;1.;1.6.;Econômico-Operacionais;2018
162;0;N2;0,027957791;1.6.4.;1.;1.6.;Econômico-Operacionais;2018
162;0;N3;0,156624752;3.1.2.;3.;3.1.;Físico-Químicos;2018
162;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2018
162;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2018
162;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2018
162;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2018
162;0;N3;0,978458281;4.1.1.;4.;4.1.;Biológico-Ecológicos;2018
162;0;N5;2,935374843;4.1.2.;4.;4.1.;Biológico-Ecológicos;2018
VIX    ;0;N1;0;1.4.3.;1.;1.4.;Econômico-Operacionais;2018
PET    ;0;N3;6,440173894;1.1.4.;1.;1.1.;Econômico-Operacionais;2018
175;0;N3;0,78428221;2.2.1.;2.;2.2.;Sociológico-Culturais;2018
175;0;N2;0,068742829;3.1.2.;3.;3.1.;Físico-Químicos;2018
175;0;N1;0;3.1.3.;3.;3.1.;Físico-Químicos;2018
175;0;N5;2,470679079;3.2.2.;3.;3.2.;Físico-Químicos;2018
243;0;N1;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2018
175;0;N3;0,170998791;3.3.1.;3.;3.3.;Físico-Químicos;2018
175;0;N3;0,367268642;3.3.2.;3.;3.3.;Físico-Químicos;2018
233;0;N2;0,068742829;3.1.2.;3.;3.1.;Físico-Químicos;2018
243;0;N2 ;0,65;1.4.1.;1.;1.4.;Econômico-Operacionais;2018
233;0;N2;0,106424822;3.3.2.;3.;3.3.;Físico-Químicos;2018
243;0;N1;0;1.4.2.;1.;1.4.;Econômico-Operacionais;2018
174;0;N2;2,305298777;1.1.2.;1.;1.1.;Econômico-Operacionais;2018
VIX    ;0;N3;0,089028353;1.6.1.;1.;1.6.;Econômico-Operacionais;2018
VIX    ;0;N1;0;1.6.2.;1.;1.6.;Econômico-Operacionais;2018
VIX    ;0;N1;0;1.6.3.;1.;1.6.;Econômico-Operacionais;2018
VIX    ;0;N1;0;1.6.4.;1.;1.6.;Econômico-Operacionais;2018
243;0;N5;7,179028756;1.5.1.;1.;1.5.;Econômico-Operacionais;2018
357;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2018
357;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2018
357;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2018
357;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2018
VIX    ;0;N5;4,956450125;2.1.1.;2.;2.1.;Sociológico-Culturais;2018
VIX    ;0;N5;0,826075021;2.2.1.;2.;2.2.;Sociológico-Culturais;2018
MCZ    ;0;N3;0,277550548;1.7.3.;1.;1.7.;Econômico-Operacionais;2018
235;3;Número de Profissionais;0;1.1.2.;1.;1.1.;Econômico-Operacionais;2018
235;0;N2;0,517971297;1.2.1.;1.;1.2.;Econômico-Operacionais;2018
235;0;N4;0,368436802;3.3.1.;3.;3.3.;Físico-Químicos;2018
235;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2018
235;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2018
235;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2018
MCZ    ;0;N3;0,058319584;1.7.6.;1.;1.7.;Econômico-Operacionais;2018
243;0;N1;0;1.6.1.;1.;1.6.;Econômico-Operacionais;2018
235;0;N5;7,964752347;3.4.1.;3.;3.4.;Físico-Químicos;2018
235;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2018
235;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2018
235;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2018
235;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2018
243;0;N1;0;1.4.3.;1.;1.4.;Econômico-Operacionais;2018
235;0;N2;0,25785511;4.1.1.;4.;4.1.;Biológico-Ecológicos;2018
235;0;N4;1,691260229;4.1.2.;4.;4.1.;Biológico-Ecológicos;2018
174;0;N4;2,552180338;2.1.1.;2.;2.1.;Sociológico-Culturais;2018
181;0;N3;15,07224371;1.1.1.;1.;1.1.;Econômico-Operacionais;2018
VIX    ;0;N5;2,463109649;3.1.1.;3.;3.1.;Físico-Químicos;2018
243;0;N3;1,783570522;1.6.2.;1.;1.6.;Econômico-Operacionais;2018
243;0;N3;0,958285627;1.6.3.;1.;1.6.;Econômico-Operacionais;2018
181;0;N3;6,440173894;1.1.4.;1.;1.1.;Econômico-Operacionais;2018
181;0;N2;0,551023849;1.1.3.;1.;1.1.;Econômico-Operacionais;2018
181;0;N5;4,404092577;1.2.3.;1.;1.2.;Econômico-Operacionais;2018
243;0;N1;0;1.6.4.;1.;1.6.;Econômico-Operacionais;2018
175;0;N1;0;4.1.1.;4.;4.1.;Biológico-Ecológicos;2018
175;0;N1;0;4.1.2.;4.;4.1.;Biológico-Ecológicos;2018
175;0;N1;0;4.1.3.;4.;4.1.;Biológico-Ecológicos;2018
243;0;N5;4,956450125;2.1.1.;2.;2.1.;Sociológico-Culturais;2018
VIX    ;0;N2;0,107102375;2.2.2.;2.;2.2.;Sociológico-Culturais;2018
243;0;N5;2,478225063;2.2.1.;2.;2.2.;Sociológico-Culturais;2018
132;0;N5;2,478225063;2.2.1.;2.;2.2.;Sociológico-Culturais;2018
243;0;N5;2,463109649;3.1.1.;3.;3.1.;Físico-Químicos;2018
141;0;N3;15,07224371;1.1.1.;1.;1.1.;Econômico-Operacionais;2018
243;0;N5;0,404970051;3.1.2.;3.;3.1.;Físico-Químicos;2018
VIX    ;0;N2;0,068742829;3.1.2.;3.;3.1.;Físico-Químicos;2018
141;0;N2;2,305298777;1.1.2.;1.;1.1.;Econômico-Operacionais;2018
141;0;N2;0,551023849;1.1.3.;1.;1.1.;Econômico-Operacionais;2018
141;0;N3;6,440173894;1.1.4.;1.;1.1.;Econômico-Operacionais;2018
141;0;N3;1,965496457;1.2.1.;1.;1.2.;Econômico-Operacionais;2018
243;0;N2;0,232161534;3.1.3.;3.;3.1.;Físico-Químicos;2018
VIX    ;0;N1;0;3.1.3.;3.;3.1.;Físico-Químicos;2018
141;0;N5;4,404092577;1.2.3.;1.;1.2.;Econômico-Operacionais;2018
243;0;N5;2,470679079;3.2.2.;3.;3.2.;Físico-Químicos;2018
141;0;N1;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2018
141;0;N3;1,773439708;1.4.1.;1.;1.4.;Econômico-Operacionais;2018
141;0;N1;0;1.4.2.;1.;1.4.;Econômico-Operacionais;2018
141;0;N1;0;1.4.3.;1.;1.4.;Econômico-Operacionais;2018
141;0;N5;7,179028756;1.5.1.;1.;1.5.;Econômico-Operacionais;2018
141;0;N1;0;1.6.1.;1.;1.6.;Econômico-Operacionais;2018
243;0;N5;1,101805927;3.3.1.;3.;3.3.;Físico-Químicos;2018
141;0;N1;0;1.6.2.;1.;1.6.;Econômico-Operacionais;2018
141;0;N3;0,958285627;1.6.3.;1.;1.6.;Econômico-Operacionais;2018
141;0;N5;0,677610265;1.6.4.;1.;1.6.;Econômico-Operacionais;2018
141;0;N4;2,552180338;2.1.1.;2.;2.1.;Sociológico-Culturais;2018
243;0;N3;0,367268642;3.3.2.;3.;3.3.;Físico-Químicos;2018
141;0;N5;2,478225063;2.2.1.;2.;2.2.;Sociológico-Culturais;2018
141;0;N5;2,463109649;3.1.1.;3.;3.1.;Físico-Químicos;2018
132;0;N5;4,404092577;1.2.3.;1.;1.2.;Econômico-Operacionais;2018
141;0;N1;0;3.1.3.;3.;3.1.;Físico-Químicos;2018
141;0;N3;0,432806917;3.2.2.;3.;3.2.;Físico-Químicos;2018
243;0;N3;0,978458281;4.1.1.;4.;4.1.;Biológico-Ecológicos;2018
141;0;N3;0,367268642;3.3.2.;3.;3.3.;Físico-Químicos;2018
591;0;N3;15,07224371;1.1.1.;1.;1.1.;Econômico-Operacionais;2018
141;0;N5;7,964752347;3.4.1.;3.;3.4.;Físico-Químicos;2018
141;0;N2;0,25785511;4.1.1.;4.;4.1.;Biológico-Ecológicos;2018
141;0;N3;0,928956092;4.1.2.;4.;4.1.;Biológico-Ecológicos;2018
141;0;N2;0,356035959;4.1.3.;4.;4.1.;Biológico-Ecológicos;2018
591;0;N3;2,090917833;1.1.3.;1.;1.1.;Econômico-Operacionais;2018
591;0;N3;6,440173894;1.1.4.;1.;1.1.;Econômico-Operacionais;2018
591;0;N1;0;1.2.1.;1.;1.2.;Econômico-Operacionais;2018
591;0;N4;7,580995149;1.2.2.;1.;1.2.;Econômico-Operacionais;2018
591;0;N5;4,404092577;1.2.3.;1.;1.2.;Econômico-Operacionais;2018
591;0;N1;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2018
591;0;N3;1,773439708;1.4.1.;1.;1.4.;Econômico-Operacionais;2018
591;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2018
591;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2018
591;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2018
591;0;N1;0;1.4.2.;1.;1.4.;Econômico-Operacionais;2018
591;0;N1;0;1.4.3.;1.;1.4.;Econômico-Operacionais;2018
591;0;N5;7,179028756;1.5.1.;1.;1.5.;Econômico-Operacionais;2018
591;0;N1;0;1.6.1.;1.;1.6.;Econômico-Operacionais;2018
591;0;N2;0,238245778;1.6.2.;1.;1.6.;Econômico-Operacionais;2018
591;0;N3;0,958285627;1.6.3.;1.;1.6.;Econômico-Operacionais;2018
591;0;N4;0,259181098;1.6.4.;1.;1.6.;Econômico-Operacionais;2018
591;0;N2;0,406927181;2.1.1.;2.;2.1.;Sociológico-Culturais;2018
591;4;4;0;2.1.1.;2.;2.1.;Sociológico-Culturais;2018
591;0;N5;2,478225063;2.2.1.;2.;2.2.;Sociológico-Culturais;2018
591;0;N1;0;3.1.1.;3.;3.1.;Físico-Químicos;2018
591;0;N3;0,156624752;3.1.2.;3.;3.1.;Físico-Químicos;2018
591;0;N3;0,998742028;3.1.3.;3.;3.1.;Físico-Químicos;2018
591;0;N5;2,470679079;3.2.2.;3.;3.2.;Físico-Químicos;2018
591;0;N3;0,170998791;3.3.1.;3.;3.3.;Físico-Químicos;2018
591;0;N3;0,367268642;3.3.2.;3.;3.3.;Físico-Químicos;2018
591;0;N1;0;4.1.1.;4.;4.1.;Biológico-Ecológicos;2018
591;0;N1;0;4.1.2.;4.;4.1.;Biológico-Ecológicos;2018
591;0;N1;0;4.1.3.;4.;4.1.;Biológico-Ecológicos;2018
591;0;N5;7,964752347;3.4.1.;3.;3.4.;Físico-Químicos;2018
591;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2018
591;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2018
591;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2018
591;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2018
181;0;N1;0;2.1.1.;2.;2.1.;Sociológico-Culturais;2018
181;0;N1;0;1.4.2.;1.;1.4.;Econômico-Operacionais;2018
181;0;N1;0;3.1.3.;3.;3.1.;Físico-Químicos;2018
POA    ;0;N1;0;1.1.2.;1.;1.1.;Econômico-Operacionais;2018
POA    ;0;N1;0;1.1.3.;1.;1.1.;Econômico-Operacionais;2018
POA    ;0;N1;0;1.1.4.;1.;1.1.;Econômico-Operacionais;2018
POA    ;0;N5;4,404092577;1.2.3.;1.;1.2.;Econômico-Operacionais;2018
POA    ;0;N3;3,498542077;1.3.1.;1.;1.3.;Econômico-Operacionais;2018
POA    ;0;N1;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2018
POA    ;0;N1;0;1.4.2.;1.;1.4.;Econômico-Operacionais;2018
POA    ;0;N1;0;1.4.3.;1.;1.4.;Econômico-Operacionais;2018
POA    ;0;N1;0;1.6.2.;1.;1.6.;Econômico-Operacionais;2018
POA    ;0;N1;0;1.6.3.;1.;1.6.;Econômico-Operacionais;2018
POA    ;0;N1;0;1.6.4.;1.;1.6.;Econômico-Operacionais;2018
POA    ;0;N1;0;2.1.1.;2.;2.1.;Sociológico-Culturais;2018
POA    ;0;N1;0;2.2.1.;2.;2.2.;Sociológico-Culturais;2018
POA    ;0;N1;0;2.2.2.;2.;2.2.;Sociológico-Culturais;2018
POA    ;0;N2;0,068742829;3.1.2.;3.;3.1.;Físico-Químicos;2018
POA    ;0;N1;0;3.1.3.;3.;3.1.;Físico-Químicos;2018
POA    ;0;N1;0;3.3.1.;3.;3.3.;Físico-Químicos;2018
POA    ;0;N1;0;3.3.2.;3.;3.3.;Físico-Químicos;2018
POA    ;0;N2;0,72946978;3.4.1.;3.;3.4.;Físico-Químicos;2018
POA    ;0;N1;0;4.1.1.;4.;4.1.;Biológico-Ecológicos;2018
POA    ;0;N1;0;4.1.2.;4.;4.1.;Biológico-Ecológicos;2018
POA    ;0;N1;0;4.1.3.;4.;4.1.;Biológico-Ecológicos;2018
VIX    ;0;N3;1,235339539;3.2.1.;3.;3.2.;Físico-Químicos;2018
VIX    ;0;N4;0,684828835;3.2.2.;3.;3.2.;Físico-Químicos;2018
174;0;N5;2,935374843;4.1.2.;4.;4.1.;Biológico-Ecológicos;2018
174;0;N3;0,367268642;3.3.2.;3.;3.3.;Físico-Químicos;2018
191;0;N3;15,07224371;1.1.1.;1.;1.1.;Econômico-Operacionais;2018
191;0;N1;0;1.1.2.;1.;1.1.;Econômico-Operacionais;2018
191;0;N1;0;1.1.3.;1.;1.1.;Econômico-Operacionais;2018
191;0;N3;6,440173894;1.1.4.;1.;1.1.;Econômico-Operacionais;2018
191;0;N1;0;1.2.1.;1.;1.2.;Econômico-Operacionais;2018
191;0;N5;4,404092577;1.2.3.;1.;1.2.;Econômico-Operacionais;2018
191;0;N4;6,369456131;1.3.1.;1.;1.3.;Econômico-Operacionais;2018
191;0;N1;0;1.4.2.;1.;1.4.;Econômico-Operacionais;2018
191;0;N1;0;1.4.3.;1.;1.4.;Econômico-Operacionais;2018
191;0;N1;0;1.6.1.;1.;1.6.;Econômico-Operacionais;2018
191;0;N1;0;1.6.2.;1.;1.6.;Econômico-Operacionais;2018
191;0;N1;0;1.6.3.;1.;1.6.;Econômico-Operacionais;2018
191;0;N1;0;1.6.4.;1.;1.6.;Econômico-Operacionais;2018
234;0;N3;6,440173894;1.1.4.;1.;1.1.;Econômico-Operacionais;2018
191;0;N2;0,068742829;3.1.2.;3.;3.1.;Físico-Químicos;2018
191;0;N1;0;3.1.3.;3.;3.1.;Físico-Químicos;2018
191;0;N5;2,470679079;3.2.2.;3.;3.2.;Físico-Químicos;2018
191;0;N1;0;3.3.1.;3.;3.3.;Físico-Químicos;2018
234;0;N3;4,23787275;1.1.2.;1.;1.1.;Econômico-Operacionais;2018
191;0;N3;0,367268642;3.3.2.;3.;3.3.;Físico-Químicos;2018
191;0;N4;4,589011489;3.4.1.;3.;3.4.;Físico-Químicos;2018
191;0;N1;0;4.1.1.;4.;4.1.;Biológico-Ecológicos;2018
191;0;N5;2,935374843;4.1.2.;4.;4.1.;Biológico-Ecológicos;2018
191;0;N1;0;4.1.3.;4.;4.1.;Biológico-Ecológicos;2018
234;0;N1;0;1.2.1.;1.;1.2.;Econômico-Operacionais;2018
234;0;N5;4,404092577;1.2.3.;1.;1.2.;Econômico-Operacionais;2018
234;0;N1;0;1.4.2.;1.;1.4.;Econômico-Operacionais;2018
234;0;N1;0;1.6.1.;1.;1.6.;Econômico-Operacionais;2018
234;0;N4;0,259181098;1.6.4.;1.;1.6.;Econômico-Operacionais;2018
234;0;N5;2,463109649;3.1.1.;3.;3.1.;Físico-Químicos;2018
234;0;N5;0,404970051;3.1.2.;3.;3.1.;Físico-Químicos;2018
234;0;N2;0,232161534;3.1.3.;3.;3.1.;Físico-Químicos;2018
234;0;N3;0,170998791;3.3.1.;3.;3.3.;Físico-Químicos;2018
234;0;N3;0,367268642;3.3.2.;3.;3.3.;Físico-Químicos;2018
204;4;5;0;1.2.2.;1.;1.2.;Econômico-Operacionais;2018
204;4;5;0;1.2.2.;1.;1.2.;Econômico-Operacionais;2018
204;4;5;0;1.2.2.;1.;1.2.;Econômico-Operacionais;2018
204;4;5;0;1.2.2.;1.;1.2.;Econômico-Operacionais;2018
234;0;N5;7,964752347;3.4.1.;3.;3.4.;Físico-Químicos;2018
234;0;N1;0;4.1.1.;4.;4.1.;Biológico-Ecológicos;2018
204;0;N1;0;3.1.3.;3.;3.1.;Físico-Químicos;2018
