CD;TipoAtributo;AtributoQuestionario;Peso;IndicadorEspecifico;CategoriaQuestionario;IndicadorGlobal;NOCategoria;Ano
REC    ;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
736;0;N2;0,068742829;3.1.2.;3.;3.1.;Físico-Químicos;2021
REC    ;0;N5;7,964752347;3.4.1.;3.;3.4.;Físico-Químicos;2021
REC    ;0;N1;0;4.1.1.;4.;4.1.;Biológico-Ecológicos;2021
REC    ;0;N5;2,935374843;4.1.2.;4.;4.1.;Biológico-Ecológicos;2021
STM    ;0;N3;0,978458281;4.1.1.;4.;4.1.;Biológico-Ecológicos;2021
REC    ;0;N1;0;4.1.3.;4.;4.1.;Biológico-Ecológicos;2021
209;0;N5;2,463109649;3.1.1.;3.;3.1.;Físico-Químicos;2021
SSO    ;0;N5;0,404970051;3.1.2.;3.;3.1.;Físico-Químicos;2021
SSO    ;0;N3;0,998742028;3.1.3.;3.;3.1.;Físico-Químicos;2021
209;0;N5;0,404970051;3.1.2.;3.;3.1.;Físico-Químicos;2021
SSO    ;0;N5;1,235339539;3.2.2.;3.;3.2.;Físico-Químicos;2021
736;0;N5;2,470679079;3.2.2.;3.;3.2.;Físico-Químicos;2021
736;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
736;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
736;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
736;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
736;0;N1;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
209;0;N3;0,998742028;3.1.3.;3.;3.1.;Físico-Químicos;2021
736;0;N1;0;3.3.2.;3.;3.3.;Físico-Químicos;2021
SSO    ;0;N5;1,101805927;3.3.1.;3.;3.3.;Físico-Químicos;2021
209;0;N4;1,36965767;3.2.2.;3.;3.2.;Físico-Químicos;2021
209;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
209;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
209;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
209;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
SSO    ;0;N5;7,964752347;3.4.1.;3.;3.4.;Físico-Químicos;2021
209;0;N4;0,368436802;3.3.1.;3.;3.3.;Físico-Químicos;2021
209;0;N3;0,367268642;3.3.2.;3.;3.3.;Físico-Químicos;2021
209;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
209;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
209;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
209;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
209;0;N5;7,964752347;3.4.1.;3.;3.4.;Físico-Químicos;2021
736;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
736;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
736;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
736;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
209;0;N3;0,978458281;4.1.1.;4.;4.1.;Biológico-Ecológicos;2021
209;0;N4;1,691260229;4.1.2.;4.;4.1.;Biológico-Ecológicos;2021
736;0;N1;0;4.1.1.;4.;4.1.;Biológico-Ecológicos;2021
736;0;N1;0;4.1.2.;4.;4.1.;Biológico-Ecológicos;2021
736;0;N2;0,72946978;3.4.1.;3.;3.4.;Físico-Químicos;2021
736;0;N1;0;4.1.3.;4.;4.1.;Biológico-Ecológicos;2021
209;0;N2;0,356035959;4.1.3.;4.;4.1.;Biológico-Ecológicos;2021
RIO    ;0;N5;3,181236951;1.3.2.;1.;1.3.;Econômico-Operacionais;2021
149;0;N4;1,62621382;1.2.3.;1.;1.2.;Econômico-Operacionais;2021
NTR    ;0;N5;6,36;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
NTR    ;4;4;0;1.3.2.;1.;1.3.;Econômico-Operacionais;2021
NTR    ;4;4;0;1.3.2.;1.;1.3.;Econômico-Operacionais;2021
NTR    ;4;4;0;1.3.2.;1.;1.3.;Econômico-Operacionais;2021
NTR    ;4;4;0;1.3.2.;1.;1.3.;Econômico-Operacionais;2021
NTR    ;0;N5;3,181236951;1.3.2.;1.;1.3.;Econômico-Operacionais;2021
NTR    ;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2021
NTR    ;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2021
NTR    ;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2021
NTR    ;0;N2 ;0,55;1.4.1.;1.;1.4.;Econômico-Operacionais;2021
NTR    ;0;N3;0,449711874;1.4.2.;1.;1.4.;Econômico-Operacionais;2021
NTR    ;0;N1;0;1.4.3.;1.;1.4.;Econômico-Operacionais;2021
NTR    ;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
NTR    ;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
NTR    ;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
NTR    ;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
NTR    ;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
NTR    ;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
NTR    ;0;N5;5,970455341;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
NTR    ;0;N5;0,300511017;1.6.1.;1.;1.6.;Econômico-Operacionais;2021
NTR    ;0;N3;1,472197306;1.6.2.;1.;1.6.;Econômico-Operacionais;2021
NTR    ;0;N3;0,790989479;1.6.3.;1.;1.6.;Econômico-Operacionais;2021
REC    ;0;N3;0,998742028;3.1.3.;3.;3.1.;Físico-Químicos;2021
NTR    ;0;N5;0,559314025;1.6.4.;1.;1.6.;Econômico-Operacionais;2021
NTR    ;3;Número de terminais arrendados;0;1.7.1.;1.;1.7.;Econômico-Operacionais;2021
NTR    ;4;6;0;1.7.1.;1.;1.7.;Econômico-Operacionais;2021
NTR    ;4;6;0;1.7.1.;1.;1.7.;Econômico-Operacionais;2021
NTR    ;4;6;0;1.7.1.;1.;1.7.;Econômico-Operacionais;2021
NTR    ;4;6;0;1.7.1.;1.;1.7.;Econômico-Operacionais;2021
NTR    ;4;6;0;1.7.1.;1.;1.7.;Econômico-Operacionais;2021
NTR    ;4;6;0;1.7.1.;1.;1.7.;Econômico-Operacionais;2021
NTR    ;0;N5;3,789571309;1.7.1.;1.;1.7.;Econômico-Operacionais;2021
NTR    ;0;N5;2,722464478;1.7.2.;1.;1.7.;Econômico-Operacionais;2021
NTR    ;0;N5;1,516842941;1.7.3.;1.;1.7.;Econômico-Operacionais;2021
NTR    ;0;N5;0,693282819;1.7.4.;1.;1.7.;Econômico-Operacionais;2021
NTR    ;0;N5;1,020759603;1.7.5.;1.;1.7.;Econômico-Operacionais;2021
NTR    ;0;N5;0,31872266;1.7.6.;1.;1.7.;Econômico-Operacionais;2021
NTR    ;0;N5;0,654266288;1.7.7.;1.;1.7.;Econômico-Operacionais;2021
NTR    ;4;4;0;2.1.1.;2.;2.1.;Sociológico-Culturais;2021
NTR    ;4;4;0;2.1.1.;2.;2.1.;Sociológico-Culturais;2021
NTR    ;4;4;0;2.1.1.;2.;2.1.;Sociológico-Culturais;2021
NTR    ;4;4;0;2.1.1.;2.;2.1.;Sociológico-Culturais;2021
NTR    ;0;N3;1,17;2.1.1.;2.;2.1.;Sociológico-Culturais;2021
NTR    ;0;N5;0,826075021;2.2.1.;2.;2.2.;Sociológico-Culturais;2021
NTR    ;4;4;0;2.2.2.;2.;2.2.;Sociológico-Culturais;2021
NTR    ;4;4;0;2.2.2.;2.;2.2.;Sociológico-Culturais;2021
NTR    ;4;4;0;2.2.2.;2.;2.2.;Sociológico-Culturais;2021
NTR    ;4;4;0;2.2.2.;2.;2.2.;Sociológico-Culturais;2021
NTR    ;0;N1;0;2.2.2.;2.;2.2.;Sociológico-Culturais;2021
NTR    ;0;N3;0,156624752;3.1.2.;3.;3.1.;Físico-Químicos;2021
NTR    ;0;N3;0,998742028;3.1.3.;3.;3.1.;Físico-Químicos;2021
NTR    ;0;N5;2,470679079;3.2.2.;3.;3.2.;Físico-Químicos;2021
NTR    ;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
NTR    ;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
NTR    ;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
NTR    ;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
NTR    ;0;N3;0,170998791;3.3.1.;3.;3.3.;Físico-Químicos;2021
NTR    ;0;N3;0,367268642;3.3.2.;3.;3.3.;Físico-Químicos;2021
NTR    ;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
NTR    ;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
NTR    ;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
NTR    ;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
NTR    ;0;N5;7,964752347;3.4.1.;3.;3.4.;Físico-Químicos;2021
NTR    ;0;N3;0,978458281;4.1.1.;4.;4.1.;Biológico-Ecológicos;2021
NTR    ;0;N5;2,935374843;4.1.2.;4.;4.1.;Biológico-Ecológicos;2021
NTR    ;0;N3;0,978458281;4.1.3.;4.;4.1.;Biológico-Ecológicos;2021
736;0;N1;0;3.1.3.;3.;3.1.;Físico-Químicos;2021
396;0;N1;0;3.1.3.;3.;3.1.;Físico-Químicos;2021
396;0;N1;0;1.6.3.;1.;1.6.;Econômico-Operacionais;2021
409;0;N2 ;0,65;1.4.1.;1.;1.4.;Econômico-Operacionais;2021
409;0;N3;0,211685277;1.4.3.;1.;1.4.;Econômico-Operacionais;2021
409;0;N5;2,463109649;3.1.1.;3.;3.1.;Físico-Químicos;2021
STM    ;0;N3;0,170998791;3.3.1.;3.;3.3.;Físico-Químicos;2021
STM    ;0;N3;0,367268642;3.3.2.;3.;3.3.;Físico-Químicos;2021
208;0;N3;15,07224371;1.1.1.;1.;1.1.;Econômico-Operacionais;2021
208;3;Número de Profissionais;0;1.1.2.;1.;1.1.;Econômico-Operacionais;2021
208;0;N3;4,23787275;1.1.2.;1.;1.1.;Econômico-Operacionais;2021
208;0;N3;2,090917833;1.1.3.;1.;1.1.;Econômico-Operacionais;2021
208;2;Data da realização da Auditoria Ambiental;0;1.1.4.;1.;1.1.;Econômico-Operacionais;2021
208;0;N3;6,440173894;1.1.4.;1.;1.1.;Econômico-Operacionais;2021
208;0;N3;1,965496457;1.2.1.;1.;1.2.;Econômico-Operacionais;2021
208;4;5;0;1.2.2.;1.;1.2.;Econômico-Operacionais;2021
208;4;5;0;1.2.2.;1.;1.2.;Econômico-Operacionais;2021
208;4;5;0;1.2.2.;1.;1.2.;Econômico-Operacionais;2021
208;4;5;0;1.2.2.;1.;1.2.;Econômico-Operacionais;2021
208;4;5;0;1.2.2.;1.;1.2.;Econômico-Operacionais;2021
736;0;N1;0;2.2.1.;2.;2.2.;Sociológico-Culturais;2021
774;0;N3;15,07224371;1.1.1.;1.;1.1.;Econômico-Operacionais;2021
248;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
248;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
248;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
248;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
248;0;N5;1,101805927;3.3.1.;3.;3.3.;Físico-Químicos;2021
248;0;N3;0,367268642;3.3.2.;3.;3.3.;Físico-Químicos;2021
248;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
248;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
248;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
248;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
774;0;N2;0,551023849;1.1.3.;1.;1.1.;Econômico-Operacionais;2021
774;0;N2;1,205075837;1.2.2.;1.;1.2.;Econômico-Operacionais;2021
774;0;N5;4,404092577;1.2.3.;1.;1.2.;Econômico-Operacionais;2021
774;4;4;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
774;4;4;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
774;4;4;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
774;4;4;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
774;0;N1;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
774;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2021
774;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2021
774;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2021
774;0;N3;1,773439708;1.4.1.;1.;1.4.;Econômico-Operacionais;2021
774;0;N3;0,53062068;1.4.2.;1.;1.4.;Econômico-Operacionais;2021
774;0;N1;0;1.4.3.;1.;1.4.;Econômico-Operacionais;2021
774;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
774;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
774;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
774;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
774;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
774;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
774;0;N3;2,52059979;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
774;0;N1;0;1.6.1.;1.;1.6.;Econômico-Operacionais;2021
774;0;N2;0,238245778;1.6.2.;1.;1.6.;Econômico-Operacionais;2021
138;0;N1;0;3.1.1.;3.;3.1.;Físico-Químicos;2021
774;0;N1;0;1.6.3.;1.;1.6.;Econômico-Operacionais;2021
138;0;N1;0;3.1.3.;3.;3.1.;Físico-Químicos;2021
774;0;N5;0,677610265;1.6.4.;1.;1.6.;Econômico-Operacionais;2021
774;4;4;0;2.1.1.;2.;2.1.;Sociológico-Culturais;2021
774;4;4;0;2.1.1.;2.;2.1.;Sociológico-Culturais;2021
774;4;4;0;2.1.1.;2.;2.1.;Sociológico-Culturais;2021
774;4;4;0;2.1.1.;2.;2.1.;Sociológico-Culturais;2021
774;0;N2;0,72946978;2.1.1.;2.;2.1.;Sociológico-Culturais;2021
774;0;N1;0;2.2.1.;2.;2.2.;Sociológico-Culturais;2021
774;0;N4;0,823647994;3.1.1.;3.;3.1.;Físico-Químicos;2021
774;0;N2;0,068742829;3.1.2.;3.;3.1.;Físico-Químicos;2021
774;0;N1;0;3.1.3.;3.;3.1.;Físico-Químicos;2021
774;0;N5;2,470679079;3.2.2.;3.;3.2.;Físico-Químicos;2021
774;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
774;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
774;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
774;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
774;0;N1;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
774;0;N3;0,367268642;3.3.2.;3.;3.3.;Físico-Químicos;2021
774;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
774;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
774;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
774;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
774;0;N4;4,589011489;3.4.1.;3.;3.4.;Físico-Químicos;2021
774;0;N1;0;4.1.1.;4.;4.1.;Biológico-Ecológicos;2021
774;0;N1;0;4.1.2.;4.;4.1.;Biológico-Ecológicos;2021
774;0;N1;0;4.1.3.;4.;4.1.;Biológico-Ecológicos;2021
138;0;N5;2,478225063;2.2.1.;2.;2.2.;Sociológico-Culturais;2021
248;0;N5;7,964752347;3.4.1.;3.;3.4.;Físico-Químicos;2021
248;0;N3;0,978458281;4.1.1.;4.;4.1.;Biológico-Ecológicos;2021
248;0;N5;2,935374843;4.1.2.;4.;4.1.;Biológico-Ecológicos;2021
248;0;N3;0,978458281;4.1.3.;4.;4.1.;Biológico-Ecológicos;2021
138;0;N4;1,36965767;3.2.2.;3.;3.2.;Físico-Químicos;2021
138;0;N2;0,72946978;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
244;0;N5;2,470679079;3.2.2.;3.;3.2.;Físico-Químicos;2021
244;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
244;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
244;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
244;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
244;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
244;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
RIO    ;0;N5;5,970455341;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
RIO    ;0;N5;2,722464478;1.7.2.;1.;1.7.;Econômico-Operacionais;2021
RIO    ;0;N3;1,503026407;1.4.1.;1.;1.4.;Econômico-Operacionais;2021
244;0;N3;2,52059979;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
208;0;N5;13,15768092;1.2.2.;1.;1.2.;Econômico-Operacionais;2021
IGI    ;1;Número da licença;0;1.1.1.;1.;1.1.;Econômico-Operacionais;2021
IGI    ;2;Data de Expedição;0;1.1.1.;1.;1.1.;Econômico-Operacionais;2021
IGI    ;2;Data de Validade;0;1.1.1.;1.;1.1.;Econômico-Operacionais;2021
244;0;N2;0,25785511;4.1.1.;4.;4.1.;Biológico-Ecológicos;2021
IGI    ;0;N3;12,59039418;1.1.1.;1.;1.1.;Econômico-Operacionais;2021
IGI    ;3;Número de Profissionais;0;1.1.2.;1.;1.1.;Econômico-Operacionais;2021
244;0;N1;0;1.4.3.;1.;1.4.;Econômico-Operacionais;2021
IGI    ;0;N3;3,540049473;1.1.2.;1.;1.1.;Econômico-Operacionais;2021
IGI    ;0;N3;1,746619828;1.1.3.;1.;1.1.;Econômico-Operacionais;2021
IGI    ;2;Data da realização da Auditoria Ambiental;0;1.1.4.;1.;1.1.;Econômico-Operacionais;2021
208;0;N5;4,404092577;1.2.3.;1.;1.2.;Econômico-Operacionais;2021
IGI    ;0;N3;5,379711836;1.1.4.;1.;1.1.;Econômico-Operacionais;2021
208;4;4;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
208;4;4;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
208;4;4;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
208;4;4;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
IGI    ;0;N2;0,45517014;1.2.1.;1.;1.2.;Econômico-Operacionais;2021
IGI    ;4;5;0;1.2.2.;1.;1.2.;Econômico-Operacionais;2021
IGI    ;4;5;0;1.2.2.;1.;1.2.;Econômico-Operacionais;2021
IGI    ;4;5;0;1.2.2.;1.;1.2.;Econômico-Operacionais;2021
IGI    ;4;5;0;1.2.2.;1.;1.2.;Econômico-Operacionais;2021
IGI    ;4;5;0;1.2.2.;1.;1.2.;Econômico-Operacionais;2021
244;0;N5;2,478225063;2.2.1.;2.;2.2.;Sociológico-Culturais;2021
RIO    ;0;N3;0,790989479;1.6.3.;1.;1.6.;Econômico-Operacionais;2021
244;0;N1;0;4.1.3.;4.;4.1.;Biológico-Ecológicos;2021
208;0;N5;11,0549169;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
208;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2021
208;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2021
208;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2021
208;0;N3;1,773439708;1.4.1.;1.;1.4.;Econômico-Operacionais;2021
208;0;N3;0,53062068;1.4.2.;1.;1.4.;Econômico-Operacionais;2021
208;0;N1;0;1.4.3.;1.;1.4.;Econômico-Operacionais;2021
208;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
208;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
208;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
208;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
208;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
208;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
244;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
244;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
244;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
244;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
IGI    ;0;N5;11,56238481;1.2.2.;1.;1.2.;Econômico-Operacionais;2021
208;0;N5;7,179028756;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
IGI    ;0;N5;3,870120688;1.2.3.;1.;1.2.;Econômico-Operacionais;2021
IGI    ;4;4;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
IGI    ;4;4;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
IGI    ;4;4;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
IGI    ;4;4;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
IGI    ;0;N5;6,36;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
IGI    ;4;4;0;1.3.2.;1.;1.3.;Econômico-Operacionais;2021
IGI    ;4;4;0;1.3.2.;1.;1.3.;Econômico-Operacionais;2021
IGI    ;4;4;0;1.3.2.;1.;1.3.;Econômico-Operacionais;2021
IGI    ;4;4;0;1.3.2.;1.;1.3.;Econômico-Operacionais;2021
IGI    ;0;N5;3,181236951;1.3.2.;1.;1.3.;Econômico-Operacionais;2021
IGI    ;0;N3;0,790989479;1.6.3.;1.;1.6.;Econômico-Operacionais;2021
IGI    ;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
IGI    ;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
IGI    ;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
IGI    ;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
IGI    ;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
IGI    ;4;6;0;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
IGI    ;0;N5;5,970455341;1.5.1.;1.;1.5.;Econômico-Operacionais;2021
IGI    ;0;N5;0,300511017;1.6.1.;1.;1.6.;Econômico-Operacionais;2021
208;0;N5;0,364069808;1.6.1.;1.;1.6.;Econômico-Operacionais;2021
208;0;N3;1,783570522;1.6.2.;1.;1.6.;Econômico-Operacionais;2021
IGI    ;0;N5;0,559314025;1.6.4.;1.;1.6.;Econômico-Operacionais;2021
244;0;N3;2,52059979;3.4.1.;3.;3.4.;Físico-Químicos;2021
244;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
244;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
244;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
244;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
208;0;N3;0,958285627;1.6.3.;1.;1.6.;Econômico-Operacionais;2021
208;0;N5;0,677610265;1.6.4.;1.;1.6.;Econômico-Operacionais;2021
208;4;4;0;2.1.1.;2.;2.1.;Sociológico-Culturais;2021
208;4;4;0;2.1.1.;2.;2.1.;Sociológico-Culturais;2021
208;4;4;0;2.1.1.;2.;2.1.;Sociológico-Culturais;2021
208;4;4;0;2.1.1.;2.;2.1.;Sociológico-Culturais;2021
RIO    ;0;N5;1,516842941;1.7.3.;1.;1.7.;Econômico-Operacionais;2021
RIO    ;0;N5;0,693282819;1.7.4.;1.;1.7.;Econômico-Operacionais;2021
RIO    ;0;N5;1,020759603;1.7.5.;1.;1.7.;Econômico-Operacionais;2021
638;0;N2;0,226973823;2.2.1.;2.;2.2.;Sociológico-Culturais;2021
638;0;N2;0,144366684;3.2.2.;3.;3.2.;Físico-Químicos;2021
211;1;Número da licença;0;1.1.1.;1.;1.1.;Econômico-Operacionais;2021
211;2;Data de Expedição;0;1.1.1.;1.;1.1.;Econômico-Operacionais;2021
211;2;Data de Validade;0;1.1.1.;1.;1.1.;Econômico-Operacionais;2021
211;0;N3;15,07224371;1.1.1.;1.;1.1.;Econômico-Operacionais;2021
211;3;Número de Profissionais;0;1.1.2.;1.;1.1.;Econômico-Operacionais;2021
211;0;N3;4,23787275;1.1.2.;1.;1.1.;Econômico-Operacionais;2021
211;0;N3;2,090917833;1.1.3.;1.;1.1.;Econômico-Operacionais;2021
211;2;Data da realização da Auditoria Ambiental;0;1.1.4.;1.;1.1.;Econômico-Operacionais;2021
211;0;N3;6,440173894;1.1.4.;1.;1.1.;Econômico-Operacionais;2021
211;0;N3;1,965496457;1.2.1.;1.;1.2.;Econômico-Operacionais;2021
211;4;5;0;1.2.2.;1.;1.2.;Econômico-Operacionais;2021
211;4;5;0;1.2.2.;1.;1.2.;Econômico-Operacionais;2021
211;4;5;0;1.2.2.;1.;1.2.;Econômico-Operacionais;2021
211;4;5;0;1.2.2.;1.;1.2.;Econômico-Operacionais;2021
211;4;5;0;1.2.2.;1.;1.2.;Econômico-Operacionais;2021
208;0;N5;4,956450125;2.1.1.;2.;2.1.;Sociológico-Culturais;2021
208;0;N5;2,478225063;2.2.1.;2.;2.2.;Sociológico-Culturais;2021
208;0;N5;2,463109649;3.1.1.;3.;3.1.;Físico-Químicos;2021
211;0;N5;13,15768092;1.2.2.;1.;1.2.;Econômico-Operacionais;2021
211;0;N5;4,404092577;1.2.3.;1.;1.2.;Econômico-Operacionais;2021
211;4;4;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
211;4;4;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
211;4;4;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
211;4;4;0;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
208;0;N5;0,404970051;3.1.2.;3.;3.1.;Físico-Químicos;2021
208;0;N3;0,998742028;3.1.3.;3.;3.1.;Físico-Químicos;2021
211;0;N4;6,369456131;1.3.1.;1.;1.3.;Econômico-Operacionais;2021
211;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2021
211;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2021
211;4;3;0;1.4.1.;1.;1.4.;Econômico-Operacionais;2021
208;0;N5;2,470679079;3.2.2.;3.;3.2.;Físico-Químicos;2021
208;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
208;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
208;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
208;4;4;0;3.3.1.;3.;3.3.;Físico-Químicos;2021
211;0;N3;1,773439708;1.4.1.;1.;1.4.;Econômico-Operacionais;2021
208;0;N5;1,101805927;3.3.1.;3.;3.3.;Físico-Químicos;2021
201;1;Número da licença;0;1.1.1.;1.;1.1.;Econômico-Operacionais;2021
201;2;Data de Expedição;0;1.1.1.;1.;1.1.;Econômico-Operacionais;2021
201;2;Data de Validade;0;1.1.1.;1.;1.1.;Econômico-Operacionais;2021
201;0;N3;15,07224371;1.1.1.;1.;1.1.;Econômico-Operacionais;2021
201;3;Número de Profissionais;0;1.1.2.;1.;1.1.;Econômico-Operacionais;2021
201;0;N3;4,23787275;1.1.2.;1.;1.1.;Econômico-Operacionais;2021
IGI    ;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
IGI    ;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
IGI    ;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
IGI    ;4;4;0;3.4.1.;3.;3.4.;Físico-Químicos;2021
